Anio,Mes,Procuraduria,Juicios,Fecha
2016,Junio,Puebla,121,2016-06-01
2016,Julio,Puebla,46,2016-07-01
2016,Agosto,Puebla,50,2016-08-01
2016,Septiembre,Puebla,76,2016-09-01
2016,Octubre,Puebla,40,2016-10-01
2016,Noviembre,Puebla,48,2016-11-01
2016,Diciembre,Puebla,19,2016-12-01
2017,Enero,Puebla,29,2017-01-01
2017,Febrero,Puebla,37,2017-02-01
2017,Marzo,Puebla,86,2017-03-01
2017,Abril,Puebla,34,2017-04-01
2017,Mayo,Puebla,35,2017-05-01
2017,Junio,Puebla,73,2017-06-01
2017,Julio,Puebla,28,2017-07-01
2017,Agosto,Puebla,43,2017-08-01
2017,Septiembre,Puebla,40,2017-09-01
2017,Octubre,Puebla,165,2017-10-01
2017,Noviembre,Puebla,42,2017-11-01
2017,Diciembre,Puebla,40,2017-12-01
2018,Enero,Puebla,19,2018-01-01
2018,Febrero,Puebla,27,2018-02-01
2018,Marzo,Puebla,52,2018-03-01
2018,Abril,Puebla,29,2018-04-01
2018,Mayo,Puebla,19,2018-05-01
2018,Junio,Puebla,81,2018-06-01
2018,Julio,Puebla,11,2018-07-01
2018,Agosto,Puebla,29,2018-08-01
2018,Septiembre,Puebla,31,2018-09-01
2018,Octubre,Puebla,31,2018-10-01
2018,Noviembre,Puebla,88,2018-11-01
2018,Diciembre,Puebla,13,2018-12-01
2019,Enero,Puebla,29,2019-01-01
2019,Febrero,Puebla,37,2019-02-01
2019,Marzo,Puebla,30,2019-03-01
2019,Abril,Puebla,26,2019-04-01
2019,Mayo,Puebla,16,2019-05-01
2019,Junio,Puebla,27,2019-06-01
2019,Julio,Puebla,19,2019-07-01
2019,Agosto,Puebla,41,2019-08-01
2019,Septiembre,Puebla,36,2019-09-01
2019,Octubre,Puebla,39,2019-10-01
2019,Noviembre,Puebla,37,2019-11-01
2019,Diciembre,Puebla,19,2019-12-01
2020,Enero,Puebla,28,2020-01-01
2020,Febrero,Puebla,23,2020-02-01
2020,Marzo,Puebla,26,2020-03-01
2020,Abril,Puebla,0,2020-04-01
2020,Mayo,Puebla,0,2020-05-01
2020,Junio,Puebla,0,2020-06-01
2020,Julio,Puebla,10,2020-07-01
2020,Agosto,Puebla,8,2020-08-01
2020,Septiembre,Puebla,23,2020-09-01
2020,Octubre,Puebla,31,2020-10-01
2020,Noviembre,Puebla,24,2020-11-01
2020,Diciembre,Puebla,5,2020-12-01
2021,Enero,Puebla,8,2021-01-01
2021,Febrero,Puebla,6,2021-02-01
2021,Marzo,Puebla,16,2021-03-01
2021,Abril,Puebla,16,2021-04-01
2021,Mayo,Puebla,39,2021-05-01
2021,Junio,Puebla,57,2021-06-01
2021,Julio,Puebla,20,2021-07-01
2021,Agosto,Puebla,30,2021-08-01
2021,Septiembre,Puebla,26,2021-09-01
2021,Octubre,Puebla,37,2021-10-01
2021,Noviembre,Puebla,11,2021-11-01
2021,Diciembre,Puebla,21,2021-12-01
2022,Enero,Puebla,22,2022-01-01
2022,Febrero,Puebla,20,2022-02-01
2022,Marzo,Puebla,12,2022-03-01
2022,Abril,Puebla,13,2022-04-01
2022,Mayo,Puebla,15,2022-05-01
2022,Junio,Puebla,14,2022-06-01
2022,Julio,Puebla,0,2022-07-01
2022,Agosto,Puebla,26,2022-08-01
2022,Septiembre,Puebla,35,2022-09-01
2022,Octubre,Puebla,31,2022-10-01
2022,Noviembre,Puebla,28,2022-11-01
2022,Diciembre,Puebla,45,2022-12-01
2023,Enero,Puebla,34,2023-01-01
2023,Febrero,Puebla,5,2023-02-01
2023,Marzo,Puebla,3,2023-03-01
2023,Abril,Puebla,15,2023-04-01
2023,Mayo,Puebla,23,2023-05-01
2023,Junio,Puebla,11,2023-06-01
2023,Julio,Puebla,4,2023-07-01
2023,Agosto,Puebla,28,2023-08-01
2023,Septiembre,Puebla,20,2023-09-01
2023,Octubre,Puebla,22,2023-10-01
2023,Noviembre,Puebla,12,2023-11-01
2023,Diciembre,Puebla,6,2023-12-01
2012,Diciembre,Querétaro,50,2012-12-01
2013,Enero,Querétaro,2,2013-01-01
2013,Febrero,Querétaro,32,2013-02-01
2013,Marzo,Querétaro,35,2013-03-01
2013,Abril,Querétaro,76,2013-04-01
2013,Mayo,Querétaro,20,2013-05-01
2013,Junio,Querétaro,64,2013-06-01
2013,Julio,Querétaro,48,2013-07-01
2013,Agosto,Querétaro,0,2013-08-01
2013,Septiembre,Querétaro,0,2013-09-01
2013,Octubre,Querétaro,0,2013-10-01
2013,Noviembre,Querétaro,556,2013-11-01
2013,Diciembre,Querétaro,0,2013-12-01
2014,Enero,Querétaro,1,2014-01-01
2014,Febrero,Querétaro,0,2014-02-01
2014,Marzo,Querétaro,0,2014-03-01
2014,Abril,Querétaro,0,2014-04-01
2014,Mayo,Querétaro,0,2014-05-01
2014,Junio,Querétaro,0,2014-06-01
2014,Julio,Querétaro,0,2014-07-01
2014,Agosto,Querétaro,2,2014-08-01
2014,Septiembre,Querétaro,0,2014-09-01
2014,Octubre,Querétaro,0,2014-10-01
2014,Noviembre,Querétaro,0,2014-11-01
2014,Diciembre,Querétaro,234,2014-12-01
2015,Enero,Querétaro,0,2015-01-01
2015,Febrero,Querétaro,0,2015-02-01
2015,Marzo,Querétaro,3,2015-03-01
2015,Abril,Querétaro,2,2015-04-01
2015,Mayo,Querétaro,0,2015-05-01
2015,Junio,Querétaro,0,2015-06-01
2015,Julio,Querétaro,0,2015-07-01
2015,Agosto,Querétaro,0,2015-08-01
2015,Septiembre,Querétaro,54,2015-09-01
2015,Octubre,Querétaro,59,2015-10-01
2015,Noviembre,Querétaro,320,2015-11-01
2015,Diciembre,Querétaro,22,2015-12-01
2016,Enero,Querétaro,42,2016-01-01
2016,Febrero,Querétaro,29,2016-02-01
2016,Marzo,Querétaro,22,2016-03-01
2016,Abril,Querétaro,27,2016-04-01
2016,Mayo,Querétaro,4,2016-05-01
2016,Junio,Querétaro,109,2016-06-01
2016,Julio,Querétaro,84,2016-07-01
2016,Agosto,Querétaro,2,2016-08-01
2016,Septiembre,Querétaro,117,2016-09-01
2016,Octubre,Querétaro,0,2016-10-01
2016,Noviembre,Querétaro,20,2016-11-01
2016,Diciembre,Querétaro,0,2016-12-01
2017,Enero,Querétaro,51,2017-01-01
2017,Febrero,Querétaro,77,2017-02-01
2017,Marzo,Querétaro,65,2017-03-01
2017,Abril,Querétaro,42,2017-04-01
2017,Mayo,Querétaro,38,2017-05-01
2017,Junio,Querétaro,64,2017-06-01
2017,Julio,Querétaro,26,2017-07-01
2017,Agosto,Querétaro,64,2017-08-01
2017,Septiembre,Querétaro,45,2017-09-01
2017,Octubre,Querétaro,64,2017-10-01
2017,Noviembre,Querétaro,55,2017-11-01
2017,Diciembre,Querétaro,27,2017-12-01
2018,Enero,Querétaro,36,2018-01-01
2018,Febrero,Querétaro,50,2018-02-01
2018,Marzo,Querétaro,45,2018-03-01
2018,Abril,Querétaro,55,2018-04-01
2018,Mayo,Querétaro,53,2018-05-01
2018,Junio,Querétaro,57,2018-06-01
2018,Julio,Querétaro,27,2018-07-01
2018,Agosto,Querétaro,54,2018-08-01
2018,Septiembre,Querétaro,43,2018-09-01
2018,Octubre,Querétaro,47,2018-10-01
2018,Noviembre,Querétaro,27,2018-11-01
2018,Diciembre,Querétaro,16,2018-12-01
2019,Enero,Querétaro,50,2019-01-01
2019,Febrero,Querétaro,86,2019-02-01
2019,Marzo,Querétaro,67,2019-03-01
2019,Abril,Querétaro,67,2019-04-01
2019,Mayo,Querétaro,55,2019-05-01
2019,Junio,Querétaro,63,2019-06-01
2019,Julio,Querétaro,41,2019-07-01
2019,Agosto,Querétaro,68,2019-08-01
2019,Septiembre,Querétaro,76,2019-09-01
2019,Octubre,Querétaro,59,2019-10-01
2019,Noviembre,Querétaro,62,2019-11-01
2019,Diciembre,Querétaro,35,2019-12-01
2020,Enero,Querétaro,53,2020-01-01
2020,Febrero,Querétaro,55,2020-02-01
2020,Marzo,Querétaro,35,2020-03-01
2020,Abril,Querétaro,0,2020-04-01
2020,Mayo,Querétaro,0,2020-05-01
2020,Junio,Querétaro,0,2020-06-01
2020,Julio,Querétaro,16,2020-07-01
2020,Agosto,Querétaro,29,2020-08-01
2020,Septiembre,Querétaro,40,2020-09-01
2020,Octubre,Querétaro,38,2020-10-01
2020,Noviembre,Querétaro,16,2020-11-01
2020,Diciembre,Querétaro,10,2020-12-01
2021,Enero,Querétaro,23,2021-01-01
2021,Febrero,Querétaro,19,2021-02-01
2021,Marzo,Querétaro,47,2021-03-01
2021,Abril,Querétaro,49,2021-04-01
2021,Mayo,Querétaro,44,2021-05-01
2021,Junio,Querétaro,49,2021-06-01
2021,Julio,Querétaro,19,2021-07-01
2021,Agosto,Querétaro,31,2021-08-01
2021,Septiembre,Querétaro,30,2021-09-01
2021,Octubre,Querétaro,30,2021-10-01
2021,Noviembre,Querétaro,12,2021-11-01
2021,Diciembre,Querétaro,9,2021-12-01
2022,Enero,Querétaro,22,2022-01-01
2022,Febrero,Querétaro,1,2022-02-01
2022,Marzo,Querétaro,28,2022-03-01
2022,Abril,Querétaro,13,2022-04-01
2022,Mayo,Querétaro,31,2022-05-01
2022,Junio,Querétaro,8,2022-06-01
2022,Julio,Querétaro,19,2022-07-01
2022,Agosto,Querétaro,17,2022-08-01
2022,Septiembre,Querétaro,23,2022-09-01
2022,Octubre,Querétaro,23,2022-10-01
2022,Noviembre,Querétaro,40,2022-11-01
2022,Diciembre,Querétaro,0,2022-12-01
2023,Enero,Querétaro,18,2023-01-01
2023,Febrero,Querétaro,3,2023-02-01
2023,Marzo,Querétaro,23,2023-03-01
2023,Abril,Querétaro,21,2023-04-01
2023,Mayo,Querétaro,19,2023-05-01
2023,Junio,Querétaro,26,2023-06-01
2023,Julio,Querétaro,16,2023-07-01
2023,Agosto,Querétaro,21,2023-08-01
2023,Septiembre,Querétaro,24,2023-09-01
2023,Octubre,Querétaro,31,2023-10-01
2023,Noviembre,Querétaro,24,2023-11-01
2023,Diciembre,Querétaro,27,2023-12-01
2012,Diciembre,San Luis Potosí,55,2012-12-01
2013,Enero,San Luis Potosí,30,2013-01-01
2013,Febrero,San Luis Potosí,73,2013-02-01
2013,Marzo,San Luis Potosí,0,2013-03-01
2013,Abril,San Luis Potosí,0,2013-04-01
2013,Mayo,San Luis Potosí,117,2013-05-01
2013,Junio,San Luis Potosí,46,2013-06-01
2013,Julio,San Luis Potosí,34,2013-07-01
2013,Agosto,San Luis Potosí,51,2013-08-01
2013,Septiembre,San Luis Potosí,50,2013-09-01
2013,Octubre,San Luis Potosí,44,2013-10-01
2013,Noviembre,San Luis Potosí,54,2013-11-01
2013,Diciembre,San Luis Potosí,29,2013-12-01
2014,Enero,San Luis Potosí,33,2014-01-01
2014,Febrero,San Luis Potosí,41,2014-02-01
2014,Marzo,San Luis Potosí,38,2014-03-01
2014,Abril,San Luis Potosí,27,2014-04-01
2014,Mayo,San Luis Potosí,45,2014-05-01
2014,Junio,San Luis Potosí,34,2014-06-01
2014,Julio,San Luis Potosí,16,2014-07-01
2014,Agosto,San Luis Potosí,46,2014-08-01
2014,Septiembre,San Luis Potosí,55,2014-09-01
2014,Octubre,San Luis Potosí,46,2014-10-01
2014,Noviembre,San Luis Potosí,35,2014-11-01
2014,Diciembre,San Luis Potosí,23,2014-12-01
2015,Enero,San Luis Potosí,32,2015-01-01
2015,Febrero,San Luis Potosí,42,2015-02-01
2015,Marzo,San Luis Potosí,33,2015-03-01
2015,Abril,San Luis Potosí,27,2015-04-01
2015,Mayo,San Luis Potosí,40,2015-05-01
2015,Junio,San Luis Potosí,42,2015-06-01
2015,Julio,San Luis Potosí,19,2015-07-01
2015,Agosto,San Luis Potosí,37,2015-08-01
2015,Septiembre,San Luis Potosí,33,2015-09-01
2015,Octubre,San Luis Potosí,34,2015-10-01
2015,Noviembre,San Luis Potosí,39,2015-11-01
2015,Diciembre,San Luis Potosí,12,2015-12-01
2016,Enero,San Luis Potosí,32,2016-01-01
2016,Febrero,San Luis Potosí,25,2016-02-01
2016,Marzo,San Luis Potosí,34,2016-03-01
2016,Abril,San Luis Potosí,24,2016-04-01
2016,Mayo,San Luis Potosí,31,2016-05-01
2016,Junio,San Luis Potosí,25,2016-06-01
2016,Julio,San Luis Potosí,13,2016-07-01
2016,Agosto,San Luis Potosí,24,2016-08-01
2016,Septiembre,San Luis Potosí,13,2016-09-01
2016,Octubre,San Luis Potosí,25,2016-10-01
2016,Noviembre,San Luis Potosí,15,2016-11-01
2016,Diciembre,San Luis Potosí,10,2016-12-01
2017,Enero,San Luis Potosí,10,2017-01-01
2017,Febrero,San Luis Potosí,12,2017-02-01
2017,Marzo,San Luis Potosí,19,2017-03-01
2017,Abril,San Luis Potosí,16,2017-04-01
2017,Mayo,San Luis Potosí,9,2017-05-01
2017,Junio,San Luis Potosí,14,2017-06-01
2017,Julio,San Luis Potosí,8,2017-07-01
2017,Agosto,San Luis Potosí,22,2017-08-01
2017,Septiembre,San Luis Potosí,21,2017-09-01
2017,Octubre,San Luis Potosí,10,2017-10-01
2017,Noviembre,San Luis Potosí,14,2017-11-01
2017,Diciembre,San Luis Potosí,11,2017-12-01
2018,Enero,San Luis Potosí,11,2018-01-01
2018,Febrero,San Luis Potosí,12,2018-02-01
2018,Marzo,San Luis Potosí,10,2018-03-01
2018,Abril,San Luis Potosí,16,2018-04-01
2018,Mayo,San Luis Potosí,12,2018-05-01
2018,Junio,San Luis Potosí,12,2018-06-01
2018,Julio,San Luis Potosí,11,2018-07-01
2018,Agosto,San Luis Potosí,18,2018-08-01
2018,Septiembre,San Luis Potosí,17,2018-09-01
2018,Octubre,San Luis Potosí,21,2018-10-01
2018,Noviembre,San Luis Potosí,8,2018-11-01
2018,Diciembre,San Luis Potosí,8,2018-12-01
2019,Enero,San Luis Potosí,5,2019-01-01
2019,Febrero,San Luis Potosí,15,2019-02-01
2019,Marzo,San Luis Potosí,16,2019-03-01
2019,Abril,San Luis Potosí,21,2019-04-01
2019,Mayo,San Luis Potosí,13,2019-05-01
2019,Junio,San Luis Potosí,13,2019-06-01
2019,Julio,San Luis Potosí,11,2019-07-01
2019,Agosto,San Luis Potosí,20,2019-08-01
2019,Septiembre,San Luis Potosí,18,2019-09-01
2019,Octubre,San Luis Potosí,24,2019-10-01
2019,Noviembre,San Luis Potosí,9,2019-11-01
2019,Diciembre,San Luis Potosí,11,2019-12-01
2020,Enero,San Luis Potosí,9,2020-01-01
2020,Febrero,San Luis Potosí,24,2020-02-01
2020,Marzo,San Luis Potosí,13,2020-03-01
2020,Abril,San Luis Potosí,0,2020-04-01
2020,Mayo,San Luis Potosí,0,2020-05-01
2020,Junio,San Luis Potosí,14,2020-06-01
2020,Julio,San Luis Potosí,5,2020-07-01
2020,Agosto,San Luis Potosí,9,2020-08-01
2020,Septiembre,San Luis Potosí,10,2020-09-01
2020,Octubre,San Luis Potosí,42,2020-10-01
2020,Noviembre,San Luis Potosí,38,2020-11-01
2020,Diciembre,San Luis Potosí,4,2020-12-01
2021,Enero,San Luis Potosí,7,2021-01-01
2021,Febrero,San Luis Potosí,10,2021-02-01
2021,Marzo,San Luis Potosí,17,2021-03-01
2021,Abril,San Luis Potosí,4,2021-04-01
2021,Mayo,San Luis Potosí,13,2021-05-01
2021,Junio,San Luis Potosí,32,2021-06-01
2021,Julio,San Luis Potosí,2,2021-07-01
2021,Agosto,San Luis Potosí,13,2021-08-01
2021,Septiembre,San Luis Potosí,12,2021-09-01
2021,Octubre,San Luis Potosí,4,2021-10-01
2021,Noviembre,San Luis Potosí,14,2021-11-01
2021,Diciembre,San Luis Potosí,13,2021-12-01
2022,Enero,San Luis Potosí,5,2022-01-01
2022,Febrero,San Luis Potosí,8,2022-02-01
2022,Marzo,San Luis Potosí,6,2022-03-01
2022,Abril,San Luis Potosí,5,2022-04-01
2022,Mayo,San Luis Potosí,10,2022-05-01
2022,Junio,San Luis Potosí,13,2022-06-01
2022,Julio,San Luis Potosí,11,2022-07-01
2022,Agosto,San Luis Potosí,6,2022-08-01
2022,Septiembre,San Luis Potosí,5,2022-09-01
2022,Octubre,San Luis Potosí,14,2022-10-01
2022,Noviembre,San Luis Potosí,10,2022-11-01
2022,Diciembre,San Luis Potosí,4,2022-12-01
2023,Enero,San Luis Potosí,5,2023-01-01
2023,Febrero,San Luis Potosí,0,2023-02-01
2023,Marzo,San Luis Potosí,0,2023-03-01
2023,Abril,San Luis Potosí,15,2023-04-01
2023,Mayo,San Luis Potosí,6,2023-05-01
2023,Junio,San Luis Potosí,10,2023-06-01
2023,Julio,San Luis Potosí,1,2023-07-01
2023,Agosto,San Luis Potosí,22,2023-08-01
2023,Septiembre,San Luis Potosí,15,2023-09-01
2023,Octubre,San Luis Potosí,13,2023-10-01
2023,Noviembre,San Luis Potosí,5,2023-11-01
2023,Diciembre,San Luis Potosí,6,2023-12-01
2012,Diciembre,Tepic,61,2012-12-01
2013,Enero,Tepic,32,2013-01-01
2013,Febrero,Tepic,35,2013-02-01
2013,Marzo,Tepic,63,2013-03-01
2013,Abril,Tepic,41,2013-04-01
2013,Mayo,Tepic,47,2013-05-01
2013,Junio,Tepic,32,2013-06-01
2013,Julio,Tepic,27,2013-07-01
2013,Agosto,Tepic,40,2013-08-01
2013,Septiembre,Tepic,51,2013-09-01
2013,Octubre,Tepic,48,2013-10-01
2013,Noviembre,Tepic,54,2013-11-01
2013,Diciembre,Tepic,12,2013-12-01
2014,Enero,Tepic,22,2014-01-01
2014,Febrero,Tepic,34,2014-02-01
2014,Marzo,Tepic,19,2014-03-01
2014,Abril,Tepic,28,2014-04-01
2014,Mayo,Tepic,43,2014-05-01
2014,Junio,Tepic,42,2014-06-01
2014,Julio,Tepic,22,2014-07-01
2014,Agosto,Tepic,43,2014-08-01
2014,Septiembre,Tepic,45,2014-09-01
2014,Octubre,Tepic,65,2014-10-01
2014,Noviembre,Tepic,36,2014-11-01
2014,Diciembre,Tepic,19,2014-12-01
2015,Enero,Tepic,38,2015-01-01
2015,Febrero,Tepic,41,2015-02-01
2015,Marzo,Tepic,38,2015-03-01
2015,Abril,Tepic,33,2015-04-01
2015,Mayo,Tepic,33,2015-05-01
2015,Junio,Tepic,35,2015-06-01
2015,Julio,Tepic,14,2015-07-01
2015,Agosto,Tepic,30,2015-08-01
2015,Septiembre,Tepic,42,2015-09-01
2015,Octubre,Tepic,43,2015-10-01
2015,Noviembre,Tepic,46,2015-11-01
2015,Diciembre,Tepic,12,2015-12-01
2016,Enero,Tepic,36,2016-01-01
2016,Febrero,Tepic,38,2016-02-01
2016,Marzo,Tepic,31,2016-03-01
2016,Abril,Tepic,39,2016-04-01
2016,Mayo,Tepic,38,2016-05-01
2016,Junio,Tepic,38,2016-06-01
2016,Julio,Tepic,19,2016-07-01
2016,Agosto,Tepic,38,2016-08-01
2016,Septiembre,Tepic,29,2016-09-01
2016,Octubre,Tepic,25,2016-10-01
2016,Noviembre,Tepic,28,2016-11-01
2016,Diciembre,Tepic,9,2016-12-01
2017,Enero,Tepic,30,2017-01-01
2017,Febrero,Tepic,28,2017-02-01
2017,Marzo,Tepic,33,2017-03-01
2017,Abril,Tepic,18,2017-04-01
2017,Mayo,Tepic,17,2017-05-01
2017,Junio,Tepic,18,2017-06-01
2017,Julio,Tepic,5,2017-07-01
2017,Agosto,Tepic,22,2017-08-01
2017,Septiembre,Tepic,34,2017-09-01
2017,Octubre,Tepic,29,2017-10-01
2017,Noviembre,Tepic,17,2017-11-01
2017,Diciembre,Tepic,5,2017-12-01
2018,Enero,Tepic,7,2018-01-01
2018,Febrero,Tepic,16,2018-02-01
2018,Marzo,Tepic,6,2018-03-01
2018,Abril,Tepic,16,2018-04-01
2018,Mayo,Tepic,14,2018-05-01
2018,Junio,Tepic,13,2018-06-01
2018,Julio,Tepic,1,2018-07-01
2018,Agosto,Tepic,283,2018-08-01
2018,Septiembre,Tepic,16,2018-09-01
2018,Octubre,Tepic,12,2018-10-01
2018,Noviembre,Tepic,25,2018-11-01
2018,Diciembre,Tepic,8,2018-12-01
2019,Enero,Tepic,13,2019-01-01
2019,Febrero,Tepic,32,2019-02-01
2019,Marzo,Tepic,15,2019-03-01
2019,Abril,Tepic,22,2019-04-01
2019,Mayo,Tepic,11,2019-05-01
2019,Junio,Tepic,10,2019-06-01
2019,Julio,Tepic,3,2019-07-01
2019,Agosto,Tepic,19,2019-08-01
2019,Septiembre,Tepic,23,2019-09-01
2019,Octubre,Tepic,32,2019-10-01
2019,Noviembre,Tepic,28,2019-11-01
2019,Diciembre,Tepic,26,2019-12-01
2020,Enero,Tepic,26,2020-01-01
2020,Febrero,Tepic,29,2020-02-01
2020,Marzo,Tepic,17,2020-03-01
2020,Abril,Tepic,0,2020-04-01
2020,Mayo,Tepic,11,2020-05-01
2020,Junio,Tepic,0,2020-06-01
2020,Julio,Tepic,0,2020-07-01
2020,Agosto,Tepic,23,2020-08-01
2020,Septiembre,Tepic,28,2020-09-01
2020,Octubre,Tepic,26,2020-10-01
2020,Noviembre,Tepic,30,2020-11-01
2020,Diciembre,Tepic,12,2020-12-01
2021,Enero,Tepic,11,2021-01-01
2021,Febrero,Tepic,22,2021-02-01
2021,Marzo,Tepic,17,2021-03-01
2021,Abril,Tepic,25,2021-04-01
2021,Mayo,Tepic,33,2021-05-01
2021,Junio,Tepic,26,2021-06-01
2021,Julio,Tepic,9,2021-07-01
2021,Agosto,Tepic,15,2021-08-01
2021,Septiembre,Tepic,22,2021-09-01
2021,Octubre,Tepic,14,2021-10-01
2021,Noviembre,Tepic,18,2021-11-01
2021,Diciembre,Tepic,17,2021-12-01
2022,Enero,Tepic,12,2022-01-01
2022,Febrero,Tepic,14,2022-02-01
2022,Marzo,Tepic,15,2022-03-01
2022,Abril,Tepic,11,2022-04-01
2022,Mayo,Tepic,11,2022-05-01
2022,Junio,Tepic,15,2022-06-01
2022,Julio,Tepic,16,2022-07-01
2022,Agosto,Tepic,21,2022-08-01
2022,Septiembre,Tepic,13,2022-09-01
2022,Octubre,Tepic,11,2022-10-01
2022,Noviembre,Tepic,14,2022-11-01
2022,Diciembre,Tepic,3,2022-12-01
2023,Enero,Tepic,19,2023-01-01
2023,Febrero,Tepic,20,2023-02-01
2023,Marzo,Tepic,19,2023-03-01
2023,Abril,Tepic,8,2023-04-01
2023,Mayo,Tepic,12,2023-05-01
2023,Junio,Tepic,19,2023-06-01
2023,Julio,Tepic,12,2023-07-01
2023,Agosto,Tepic,32,2023-08-01
2023,Septiembre,Tepic,31,2023-09-01
2023,Octubre,Tepic,18,2023-10-01
2023,Noviembre,Tepic,17,2023-11-01
2023,Diciembre,Tepic,28,2023-12-01
2012,Diciembre,Tlaxcala,22,2012-12-01
2013,Enero,Tlaxcala,16,2013-01-01
2013,Febrero,Tlaxcala,15,2013-02-01
2013,Marzo,Tlaxcala,24,2013-03-01
2013,Abril,Tlaxcala,34,2013-04-01
2013,Mayo,Tlaxcala,23,2013-05-01
2013,Junio,Tlaxcala,22,2013-06-01
2013,Julio,Tlaxcala,4,2013-07-01
2013,Agosto,Tlaxcala,28,2013-08-01
2013,Septiembre,Tlaxcala,22,2013-09-01
2013,Octubre,Tlaxcala,15,2013-10-01
2013,Noviembre,Tlaxcala,20,2013-11-01
2013,Diciembre,Tlaxcala,16,2013-12-01
2014,Enero,Tlaxcala,16,2014-01-01
2014,Febrero,Tlaxcala,20,2014-02-01
2014,Marzo,Tlaxcala,27,2014-03-01
2014,Abril,Tlaxcala,15,2014-04-01
2014,Mayo,Tlaxcala,25,2014-05-01
2014,Junio,Tlaxcala,12,2014-06-01
2014,Julio,Tlaxcala,9,2014-07-01
2014,Agosto,Tlaxcala,12,2014-08-01
2014,Septiembre,Tlaxcala,13,2014-09-01
2014,Octubre,Tlaxcala,17,2014-10-01
2014,Noviembre,Tlaxcala,14,2014-11-01
2014,Diciembre,Tlaxcala,28,2014-12-01
2015,Enero,Tlaxcala,19,2015-01-01
2015,Febrero,Tlaxcala,15,2015-02-01
2015,Marzo,Tlaxcala,17,2015-03-01
2015,Abril,Tlaxcala,5,2015-04-01
2015,Mayo,Tlaxcala,10,2015-05-01
2015,Junio,Tlaxcala,2,2015-06-01
2015,Julio,Tlaxcala,9,2015-07-01
2015,Agosto,Tlaxcala,7,2015-08-01
2015,Septiembre,Tlaxcala,9,2015-09-01
2015,Octubre,Tlaxcala,22,2015-10-01
2015,Noviembre,Tlaxcala,28,2015-11-01
2015,Diciembre,Tlaxcala,10,2015-12-01
2016,Enero,Tlaxcala,10,2016-01-01
2016,Febrero,Tlaxcala,6,2016-02-01
2016,Marzo,Tlaxcala,7,2016-03-01
2016,Abril,Tlaxcala,18,2016-04-01
2016,Mayo,Tlaxcala,16,2016-05-01
2016,Junio,Tlaxcala,36,2016-06-01
2016,Julio,Tlaxcala,9,2016-07-01
2016,Agosto,Tlaxcala,17,2016-08-01
2016,Septiembre,Tlaxcala,12,2016-09-01
2016,Octubre,Tlaxcala,16,2016-10-01
2016,Noviembre,Tlaxcala,14,2016-11-01
2016,Diciembre,Tlaxcala,10,2016-12-01
2017,Enero,Tlaxcala,5,2017-01-01
2017,Febrero,Tlaxcala,24,2017-02-01
2017,Marzo,Tlaxcala,33,2017-03-01
2017,Abril,Tlaxcala,13,2017-04-01
2017,Mayo,Tlaxcala,16,2017-05-01
2017,Junio,Tlaxcala,11,2017-06-01
2017,Julio,Tlaxcala,2,2017-07-01
2017,Agosto,Tlaxcala,21,2017-08-01
2017,Septiembre,Tlaxcala,3,2017-09-01
2017,Octubre,Tlaxcala,8,2017-10-01
2017,Noviembre,Tlaxcala,8,2017-11-01
2017,Diciembre,Tlaxcala,4,2017-12-01
2018,Enero,Tlaxcala,5,2018-01-01
2018,Febrero,Tlaxcala,7,2018-02-01
2018,Marzo,Tlaxcala,8,2018-03-01
2018,Abril,Tlaxcala,12,2018-04-01
2018,Mayo,Tlaxcala,7,2018-05-01
2018,Junio,Tlaxcala,7,2018-06-01
2018,Julio,Tlaxcala,7,2018-07-01
2018,Agosto,Tlaxcala,15,2018-08-01
2018,Septiembre,Tlaxcala,6,2018-09-01
2018,Octubre,Tlaxcala,13,2018-10-01
2018,Noviembre,Tlaxcala,7,2018-11-01
2018,Diciembre,Tlaxcala,5,2018-12-01
2019,Enero,Tlaxcala,9,2019-01-01
2019,Febrero,Tlaxcala,15,2019-02-01
2019,Marzo,Tlaxcala,17,2019-03-01
2019,Abril,Tlaxcala,7,2019-04-01
2019,Mayo,Tlaxcala,8,2019-05-01
2019,Junio,Tlaxcala,5,2019-06-01
2019,Julio,Tlaxcala,3,2019-07-01
2019,Agosto,Tlaxcala,12,2019-08-01
2019,Septiembre,Tlaxcala,11,2019-09-01
2019,Octubre,Tlaxcala,30,2019-10-01
2019,Noviembre,Tlaxcala,22,2019-11-01
2019,Diciembre,Tlaxcala,4,2019-12-01
2020,Enero,Tlaxcala,26,2020-01-01
2020,Febrero,Tlaxcala,8,2020-02-01
2020,Marzo,Tlaxcala,15,2020-03-01
2020,Abril,Tlaxcala,0,2020-04-01
2020,Mayo,Tlaxcala,32,2020-05-01
2020,Junio,Tlaxcala,2,2020-06-01
2020,Julio,Tlaxcala,22,2020-07-01
2020,Agosto,Tlaxcala,8,2020-08-01
2020,Septiembre,Tlaxcala,23,2020-09-01
2020,Octubre,Tlaxcala,34,2020-10-01
2020,Noviembre,Tlaxcala,22,2020-11-01
2020,Diciembre,Tlaxcala,7,2020-12-01
2021,Enero,Tlaxcala,7,2021-01-01
2021,Febrero,Tlaxcala,15,2021-02-01
2021,Marzo,Tlaxcala,22,2021-03-01
2021,Abril,Tlaxcala,17,2021-04-01
2021,Mayo,Tlaxcala,21,2021-05-01
2021,Junio,Tlaxcala,30,2021-06-01
